#
 0,                  smart,50,  0.16,  0.00,  *                  |                   
#
 1,                   dumb,30,  0.23,  0.00,       *             |                   
#
 2,                  smart,40,  0.26,  0.00,         *           |                   
 2,                   dumb,50,  0.26,  0.00,         *           |                   
#
 3,                  smart,30,  0.27,  0.00,           *         |                   
 3,                   dumb,20,  0.28,  0.00,           *         |                   
 3,                   dumb,40,  0.28,  0.00,           *         |                   
 3,                  smart,20,  0.28,  0.00,           *         |                   
#
 4,                asIs,53662,  0.37,  0.02,                -- *-|                   
