#
 0,                   dumb,50,  0.00,  0.00, *                   |                   
 0,                  smart,50,  0.00,  0.00, *                   |                   
 0,                   dumb,20,  0.01,  0.00, *                   |                   
 0,                  smart,30,  0.01,  0.00, *                   |                   
 0,                   dumb,40,  0.01,  0.00, *                   |                   
 0,                   dumb,30,  0.01,  0.00, *                   |                   
 0,                  smart,40,  0.01,  0.00, *                   |                   
#
 1,                  smart,20,  0.03,  0.00,  *                  |                   
 1,                 asIs,3456,  0.03,  0.03, -*---------------   |                   
