#
 0,                   dumb,20,  0.00,  0.00, *                   |                   
 0,                   dumb,30,  0.00,  0.00, *                   |                   
 0,                  smart,30,  0.00,  0.00, *                   |                   
 0,                  smart,40,  0.00,  0.00, *                   |                   
 0,                  smart,50,  0.00,  0.00, *                   |                   
#
 1,                   dumb,40,  0.10,  0.00,    *                |                   
#
 2,                   dumb,50,  0.17,  0.00,       *             |                   
#
 3,                  smart,20,  0.28,  0.00,            *        |                   
#
 4,                  asIs,206,  0.60,  0.24,              ------ |   *    ------     
